Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9
-0.0914	0.0577	-0.0487	-0.262	0.0864	-0.305	0.25	-0.06	0.959
0.181	-0.212	-0.0521	-0.227	0.13	-0.22	0.0295	-0.0349	0.964
0.228	0.168	-0.126	0.121	0.309	-0.286	0.287	-0.238	0.93
0.25	0.0215	0.26	0.241	0.0115	0.0229	-0.305	-0.0609	0.827
0.158	-0.0219	0.123	0.261	0.235	0.201	0.028	0.173	0.86
-0.189	-0.141	-0.00709	0.0808	-0.184	-0.292	-0.15	-0.102	0.956
-0.104	0.142	0.162	-0.213	-0.201	0.213	0.168	-0.0193	0.833
-0.0544	-0.302	-0.308	-0.0259	0.209	0.164	-0.0809	-0.262	1.02
0.288	0.251	0.189	-0.0187	-0.0688	-0.0633	-0.00425	0.235	0.844
-0.0792	0.305	0.00381	0.217	-0.204	0.112	0.261	-0.233	0.674
0.0704	-0.191	0.00667	-0.0275	-0.297	-0.0653	-0.136	0.243	0.902
-0.065	-0.0534	0.253	0.0403	-0.223	0.218	-0.253	-0.262	0.785
-0.309	-0.218	-0.236	-0.271	-0.297	-0.296	-0.111	0.165	0.966
-0.228	0.0457	-0.00428	0.119	0.0424	0.195	-0.299	-0.211	0.934
0.147	0.0806	-0.242	0.186	0.244	0.256	0.0224	-0.246	0.871
0.0831	0.0972	-0.254	0.281	0.269	0.118	-0.127	0.273	0.983
-0.309	-0.274	0.222	-0.233	0.0831	-0.0846	-0.255	-0.035	0.998
-0.142	-0.0155	0.145	0.0268	-0.227	0.0664	-0.0411	-0.261	0.83
0.15	0.0923	0.289	-0.181	0.00168	-0.204	0.056	-0.0296	0.876
-0.0653	0.167	0.233	0.167	-0.0556	-0.117	0.263	0.178	0.824
0.236	-0.132	-0.153	-0.136	0.0531	0.0384	-0.0698	-0.233	0.934
-0.26	-0.151	0.00341	0.134	0.284	0.0497	0.1	-0.0162	0.964
0.228	-0.166	0.137	-0.0633	0.00475	-0.313	-0.0542	-0.192	0.913
0.0615	-0.105	-0.0143	-0.203	0.104	-0.149	0.164	-0.267	0.931
0.164	-0.145	-0.197	0.207	0.171	-0.223	0.276	-0.0394	0.94
0.173	-0.223	-0.258	-0.0267	0.307	-0.117	-0.168	0.244	1.07
-0.122	0.256	0.245	-0.0937	-0.0812	0.314	0.133	0.265	0.807
0.309	0.134	-0.095	-0.0241	-0.243	-0.179	-0.162	0.029	0.856
0.158	0.0789	0.158	-0.257	0.273	0.0976	0.199	-0.0393	0.911
-0.146	-0.141	-0.0655	0.105	-0.15	0.252	0.0963	0.302	0.885
-0.306	-0.0305	-0.107	0.15	-0.0768	-0.0606	0.198	0.249	0.934
0.27	-0.138	0.176	-0.0358	-0.262	-0.299	-0.294	-0.164	0.848
-0.0824	-0.135	-0.0984	-0.102	0.0997	0.0371	-0.126	0.308	1.01
0.313	0.147	-0.312	0.136	-0.0139	-0.174	0.0924	0.268	0.897
-0.242	0.237	0.304	0.208	0.294	0.0856	0.226	-0.266	0.775
0.0336	-0.0946	0.219	0.0593	0.014	-0.0643	0.281	-0.0643	0.824
-0.281	0.251	-0.269	-0.013	-0.0295	0.213	-0.245	-0.147	0.949
0.0438	-0.21	-0.132	-0.00489	-0.124	0.0185	0.0817	0.292	0.948
-0.308	-0.277	0.27	0.108	-0.0557	-0.241	-0.191	-0.255	0.916
-0.0232	-0.122	0.075	0.212	0.291	-0.305	0.0502	-0.0649	0.977
-0.25	-0.259	-0.302	0.162	0.196	0.22	0.076	-0.287	0.946
-0.266	-0.281	0.0325	-0.239	-0.194	-0.189	-0.195	-0.272	0.963
-0.0511	-0.118	0.269	-0.215	0.0785	0.25	0.17	-0.0353	0.859
-0.0907	0.0374	-0.069	-0.0888	0.295	-0.195	0.197	-0.00297	1.01
0.0632	0.103	0.222	0.241	-0.169	-0.118	-0.306	-0.313	0.822
0.304	0.0999	-0.0309	0.138	0.294	-0.0287	0.171	-0.0528	0.905
0.283	0.187	-0.0264	0.269	-0.0345	-0.108	0.0939	-0.0611	0.835
-0.166	0.292	0.192	-0.088	0.0159	-0.118	0.0643	-0.129	0.897
0.00542	-0.108	-0.116	0.217	0.102	-0.276	-0.107	0.201	0.991
0.0135	0.0499	0.268	-0.186	-0.241	-0.229	0.105	-0.224	0.829
-0.085	-0.0742	0.0377	-0.212	0.117	0.179	-0.00577	-0.0867	0.965
0.134	0.043	-0.251	-0.0574	-0.00884	0.0237	-0.268	-0.0911	0.958
0.291	-0.203	0.181	0.228	-0.273	-0.00947	0.126	0.218	0.788
0.0554	-0.0526	-0.116	0.0793	-0.0441	-0.268	0.157	-0.143	0.888
-0.202	-0.173	0.0702	0.244	0.209	0.022	0.14	0.276	0.926
-0.204	-0.305	-0.155	-0.0256	0.092	-0.26	-0.141	0.122	1.05
0.00122	-0.0717	0.0374	0.0565	-0.0786	0.285	0.0653	-0.242	0.781
-0.227	-0.0337	-0.0584	0.138	-0.226	-0.065	-0.0685	0.0231	0.882
-0.0175	0.0402	0.0419	0.0458	-0.15	0.039	-0.0743	-0.257	0.85
0.312	0.21	0.0337	0.264	-0.123	-0.29	0.311	0.145	0.821
-0.0529	0.0134	0.113	-0.212	0.0114	-0.185	0.0457	0.0851	0.931
0.279	-0.309	-0.197	-0.245	0.251	-0.251	-0.0775	0.246	1.02
-0.0721	-0.0329	-0.214	0.256	0.186	-0.208	0.237	0.217	0.971
-0.227	-0.123	-0.252	0.157	-0.095	0.233	-0.244	-0.218	0.918
-0.195	-0.216	0.0622	0.0845	0.065	0.246	-0.248	0.27	0.964
0.29	-0.227	-0.0637	-0.193	0.0415	0.215	-0.161	-0.285	0.918
0.199	-0.0542	-0.0875	0.304	-0.199	0.123	-0.144	0.0745	0.806
0.0138	0.105	-0.267	0.116	-0.309	0.182	-0.151	0.27	0.845
-0.103	-0.0382	0.294	0.195	-0.105	-0.0292	-0.0314	0.265	0.839
-0.0833	0.0625	-0.164	0.117	0.294	-0.0544	0.131	-0.184	0.978
-0.279	0.0282	0.3	-0.301	0.151	-0.302	0.241	0.223	0.965
0.0188	0.199	-0.218	-0.186	0.222	-0.0178	-0.101	-0.155	0.996
0.284	0.171	-0.138	-0.279	0.152	-0.0802	0.297	-0.195	0.923
-0.0372	0.295	-0.0736	-0.0403	0.284	-0.236	0.179	-0.23	0.977
-0.162	-0.064	-0.0905	0.000666	0.0972	-0.0941	0.259	0.16	0.972
-0.253	0.168	-0.289	-0.119	-0.0581	-0.255	-0.145	-0.0502	1
-0.22	0.0214	-0.0466	0.152	-0.14	0.021	0.041	0.251	0.915
-0.282	0.0736	-0.0203	-0.12	-0.166	0.0921	0.194	0.0809	0.895
-0.0635	-0.0771	-0.146	-0.265	-0.19	-0.181	-0.0167	-0.308	0.94
-0.000492	0.195	-0.23	-0.265	-0.0837	-0.125	-0.257	-0.297	0.949
-0.095	-0.111	-0.202	0.0556	0.207	0.0545	0.309	0.106	0.954
-0.0877	-0.296	0.0481	0.069	0.312	-0.263	0.249	0.134	0.991
-0.115	0.118	0.00277	0.0352	0.229	-0.266	0.187	-0.0541	0.988
0.0867	0.208	0.0765	-0.0358	0.26	0.195	0.26	0.0812	0.86
0.265	0.173	-0.12	0.167	-0.298	0.00316	0.105	0.171	0.778
0.258	-0.246	0.206	0.293	0.122	-0.289	0.12	-0.225	0.834
-0.135	-0.0185	0.165	-0.158	0.109	0.16	0.0367	-0.182	0.926
-0.312	0.137	0.0862	-0.128	-0.158	0.223	0.235	0.148	0.864
-0.249	0.225	0.0287	-0.222	0.138	0.0161	0.0823	-0.0618	0.942
0.0554	-0.277	0.0768	-0.184	0.255	0.138	-0.211	-0.256	0.968
0.149	-0.256	0.25	0.289	0.188	0.264	0.2	-0.269	0.683
0.261	-0.114	0.203	-0.0577	-0.173	-0.201	-0.0221	0.0162	0.848
0.0183	0.157	0.0637	-0.234	-0.0742	-0.18	-0.2	0.0968	0.925
0.191	0.216	-0.307	-0.134	0.205	0.19	0.127	-0.156	0.949
0.17	0.118	-0.191	0.132	-0.298	-0.244	-0.257	0.0176	0.876
-0.18	0.227	0.0588	-0.298	-0.224	-0.277	-0.119	-0.0317	0.909
-0.204	0.0065	-0.0498	-0.224	-0.0851	0.109	-0.141	0.119	0.949
0.0887	-0.101	-0.179	-0.101	-0.103	0.00472	0.235	-0.151	0.886
0.294	0.295	0.236	0.0304	-0.0413	0.0889	0.0729	-0.031	0.806
0.194	0.0793	-0.142	-0.198	0.0362	-0.266	-0.274	0.152	0.961
-0.0239	-0.188	-0.169	-0.253	0.167	-0.236	-0.0101	-0.0442	1.04
-0.26	-0.213	-0.00995	-0.0675	-0.238	0.301	-0.285	-0.242	0.882
-0.062	0.306	-0.131	0.276	-0.108	-0.302	-0.148	-0.234	0.912
0.282	0.0801	-0.252	-0.0274	0.114	-0.0117	0.217	-0.0719	0.944
-0.191	-0.274	-0.198	0.104	-0.211	-0.0986	-0.0807	0.305	0.972
-0.165	-0.171	-0.0959	0.115	-0.0573	-0.1	0.0555	-0.248	0.936
0.168	0.0196	-0.179	0.151	-0.056	0.0534	0.271	0.188	0.82
-0.133	0.209	0.243	0.116	-0.286	-0.245	-0.306	-0.121	0.857
-0.289	0.0839	-0.0367	0.103	-0.0443	0.0783	-0.113	0.131	0.956
0.064	0.16	0.0619	0.103	-0.234	-0.302	-0.159	0.225	0.874
0.225	0.125	-0.0278	-0.0727	0.192	-0.0656	-0.189	0.161	0.971
0.0399	0.164	-0.195	-0.303	-0.0225	0.189	0.0528	0.137	0.929
0.248	0.0429	0.0585	0.0664	-0.165	-0.246	0.052	0.0747	0.859
-0.189	0.201	-0.0402	0.273	-0.00281	-0.0297	-0.152	-0.0616	0.928
0.0396	-0.0722	-0.0485	-0.113	-0.029	-0.31	0.0363	-0.173	0.956
-0.257	-0.236	-0.137	0.0432	0.165	0.298	0.105	0.147	0.974
0.242	0.193	0.235	-0.00521	0.0799	0.0894	-0.304	0.288	0.881
-0.101	0.0935	-0.0692	-0.234	-0.27	-0.0656	-0.204	0.243	0.907
0.0476	0.143	0.0259	0.119	-0.173	-0.0646	-0.0112	-0.139	0.842
0.074	-0.115	-0.133	0.263	-0.198	0.26	-0.213	0.204	0.848
0.261	-0.017	-0.0961	-0.00514	0.275	-0.124	0.224	0.0744	0.947
0.0669	-0.308	-0.212	-0.267	-0.0686	0.0543	-0.199	-0.26	0.983
-0.174	0.291	-0.246	-0.295	-0.0137	-0.186	-0.125	0.0584	0.994
0.192	0.277	-0.0949	-0.126	0.202	-0.204	0.0421	-0.031	0.95
-0.0967	0.126	-0.114	-0.127	0.0364	-0.238	-0.0783	0.204	0.991
0.175	-0.0362	-0.228	-0.156	0.0231	-0.139	0.274	-0.298	0.925
-0.169	-0.126	0.288	-0.115	-0.258	-0.0967	0.181	0.0751	0.814
0.0296	0.272	-0.0355	-0.24	-0.146	-0.283	-0.154	0.095	0.931
-0.121	-0.08	0.0615	0.117	-0.0436	-0.0134	0.312	0.204	0.855
0.0586	-0.218	0.0377	-0.298	-0.167	0.134	-0.139	0.046	0.896
0.265	0.238	-0.301	0.0139	-0.143	0.114	0.0647	0.129	0.855
0.183	-0.248	0.119	-0.255	0.0223	0.0243	-0.0648	0.0258	0.924
-0.194	-0.0327	-0.0268	0.127	-0.13	0.142	-0.069	0.16	0.925
0.145	0.13	-0.106	0.293	0.297	0.21	-0.0897	-0.139	0.894
-0.181	0.251	0.298	0.113	0.0835	-0.227	0.256	0.239	0.875
-0.285	0.108	-0.0761	-0.182	-0.257	-0.0961	0.101	0.111	0.903
-0.229	-0.14	0.169	0.265	0.0762	-0.245	0.278	-0.288	0.812
0.0461	0.276	-0.258	-0.26	0.271	0.0101	0.243	-0.199	0.968
-0.212	0.297	0.303	0.114	-0.099	-0.0754	0.283	0.0127	0.784
0.0419	-0.312	-0.302	0.118	-0.314	0.21	0.239	-0.0191	0.802
-0.127	0.0519	0.305	0.0612	-0.0451	0.0219	-0.286	-0.0684	0.883
-0.264	0.228	0.025	0.25	-0.204	0.0169	0.00715	0.108	0.867
-0.251	-0.196	-0.21	-0.15	-0.234	0.0284	0.19	0.286	0.937
-0.173	0.142	-0.248	0.0112	0.18	0.2	0.296	-0.297	0.891
-0.129	-0.226	-0.292	0.301	0.0444	-0.254	0.123	-0.278	0.95
-0.193	0.149	0.0941	-0.0796	-0.0837	0.175	-0.201	-0.256	0.891
-0.152	0.169	0.195	-0.274	-0.0664	-0.0695	-0.237	0.112	0.929
-0.00947	0.248	0.0306	0.128	-0.256	0.27	0.203	-0.0169	0.702
-0.139	-0.0809	0.21	0.227	0.301	0.23	0.164	-0.154	0.815
-0.18	0.13	-0.158	-0.0796	0.135	0.0597	-0.224	0.165	1.02
-0.274	0.0798	-0.219	-0.166	0.17	-0.234	0.0411	-0.0536	1.05
0.112	-0.237	0.224	-0.243	-0.308	-0.00842	0.287	-0.195	0.776
-0.0144	-0.299	0.217	-0.16	-0.0552	-0.108	-0.065	-0.142	0.925
-0.169	0.163	-0.0123	-0.201	0.151	0.243	0.202	-0.0682	0.921
0.251	0.287	-0.0183	0.00532	0.244	-0.16	-0.174	-0.115	0.944
0.117	0.0202	0.194	0.216	0.105	-0.15	-0.309	-0.296	0.904
0.288	0.0357	-0.295	0.183	-0.0359	0.0488	0.102	0.08	0.888
-0.314	0.188	0.251	-0.0942	-0.198	0.136	0.193	-0.0444	0.793
-0.271	0.0972	-0.0475	-0.2	0.124	-0.163	-0.248	0.0348	1.04
-0.246	-0.0843	0.229	-0.124	-0.0173	0.302	0.262	0.296	0.854
0.273	-0.14	0.167	-0.0383	-0.274	-0.0726	0.212	-0.302	0.779
0.216	0.305	-0.298	0.153	-0.175	0.11	0.213	0.256	0.798
0.171	-0.28	0.119	-0.069	0.0224	-0.117	0.313	0.0575	0.867
0.127	-0.0357	0.115	-0.123	0.309	-0.312	0.000897	-0.0529	0.963
0.0348	-0.0726	-0.11	-0.166	0.296	-0.232	-0.0102	0.111	1.03
0.255	0.0384	0.194	0.00248	-0.234	0.273	-0.141	0.298	0.802
-0.0684	0.178	0.0576	0.145	-0.262	-0.26	0.194	0.103	0.818
0.314	-0.177	-0.178	0.162	0.304	0.197	-0.228	-0.1	0.987
0.294	0.0375	0.215	0.303	-0.237	0.218	-0.31	0.0674	0.771
-0.16	-0.142	0.127	0.211	0.221	-0.0264	-0.0185	-0.299	0.891
0.046	0.04	-0.076	-0.0429	-0.0549	0.246	0.0574	0.0596	0.858
-0.196	0.302	0.124	0.313	0.208	-0.254	0.163	0.231	0.927
-0.0785	0.291	0.215	0.0225	0.246	-0.186	-0.21	-0.207	0.952
-0.0506	-0.0154	-0.0152	0.065	0.0517	-0.296	-0.15	-0.31	0.951
-0.292	0.295	-0.099	-0.153	-0.115	0.145	0.276	-0.0902	0.871
0.076	0.205	-0.124	0.16	0.167	-0.106	0.289	-0.275	0.889
0.154	-0.206	0.25	0.231	-0.247	-0.0424	-0.261	-0.278	0.806
0.286	0.284	-0.122	0.105	-0.183	-0.285	0.167	0.198	0.845
-0.116	-0.299	0.104	-0.166	-0.219	-0.136	0.288	-0.155	0.869
-0.167	-0.0549	-0.208	-0.0869	0.0502	0.158	0.0575	-0.0455	0.951
0.307	-0.1	-0.242	0.219	-0.0484	-0.259	0.143	0.182	0.913
0.114	-0.203	-0.145	-0.207	-0.0718	-0.295	-0.00772	0.173	0.976
-0.13	-0.109	0.204	-0.094	0.131	0.233	-0.26	-0.142	0.925
-0.227	0.121	0.0185	-0.22	0.0955	-0.267	-0.23	-0.298	0.992
0.257	0.258	-0.247	-0.0104	-0.311	-0.276	0.0834	0.205	0.832
-0.24	-0.0477	-0.255	-0.149	0.0000209	0.248	-0.185	-0.272	0.987
0.296	0.186	-0.174	0.308	-0.277	-0.0832	-0.0183	0.126	0.809
0.135	0.164	0.102	-0.152	0.309	0.167	0.0485	-0.264	0.881
0.00758	0.299	0.191	-0.189	0.0854	-0.207	-0.306	0.268	0.93
-0.174	0.21	0.051	-0.253	0.238	0.269	0.0788	-0.245	0.911
0.173	-0.105	0.266	0.195	0.31	0.207	0.104	0.0766	0.813
-0.0842	-0.0268	-0.197	-0.217	0.198	-0.268	0.209	0.0995	1.02
-0.139	-0.0272	-0.119	-0.0633	0.016	0.261	-0.0546	0.17	0.951
-0.14	0.263	-0.229	0.293	-0.0306	-0.225	0.0695	0.0758	0.917
0.195	0.313	-0.177	-0.291	0.198	0.0332	-0.0655	-0.113	0.994
0.0509	-0.122	-0.197	-0.241	0.17	0.0648	0.0647	-0.224	0.988
-0.157	0.281	-0.258	0.278	-0.279	0.0969	0.098	-0.176	0.803
0.0888	0.0345	0.227	-0.227	0.284	-0.0428	0.227	0.0122	0.921
-0.0306	-0.135	-0.0654	0.27	-0.243	-0.081	0.313	0.176	0.795
0.291	-0.174	-0.276	-0.0599	0.179	-0.243	0.223	-0.0218	0.971
0.242	0.125	0.0832	-0.298	0.201	-0.114	0.22	-0.203	0.915
0.16	-0.254	0.273	0.296	-0.182	0.181	-0.174	-0.299	0.728
0.0239	0.185	-0.143	0.201	-0.106	-0.0722	-0.195	0.0425	0.887
0.265	0.212	-0.111	0.0968	0.247	-0.145	0.267	0.272	0.934
-0.198	0.0108	-0.311	-0.21	0.237	-0.068	0.207	-0.0911	1.04
-0.234	-0.248	0.0146	-0.234	0.305	-0.186	-0.259	0.125	1.06
0.302	0.125	-0.205	-0.289	-0.134	-0.0784	0.0266	-0.0694	0.89
-0.137	0.0107	0.0638	0.229	-0.0972	0.0484	0.18	-0.0241	0.829
0.0534	0.181	-0.106	0.0975	-0.145	-0.129	-0.0774	0.114	0.891
0.13	0.0484	0.164	-0.145	-0.0296	-0.198	-0.0584	-0.259	0.901
0.219	-0.214	-0.0297	-0.148	0.296	0.0779	-0.272	-0.27	0.997
0.16	0.0165	-0.255	-0.0489	-0.274	0.287	0.0327	-0.153	0.778
-0.0952	-0.293	-0.237	-0.142	0.105	0.0104	-0.307	-0.25	1.04
-0.218	-0.00141	-0.103	0.203	0.262	0.203	-0.0873	0.115	0.981
-0.218	0.233	0.133	-0.169	-0.00125	-0.21	-0.0634	0.0592	0.965
0.0423	0.137	-0.0652	0.212	-0.205	0.233	-0.286	-0.267	0.793
0.26	-0.00429	0.0487	0.0922	-0.155	0.298	0.0264	0.0153	0.778
0.227	0.109	0.224	-0.292	-0.00494	0.111	-0.125	-0.241	0.88
-0.119	-0.102	-0.3	-0.0519	-0.0186	-0.157	0.112	0.168	1
-0.196	-0.284	0.081	-0.187	-0.285	-0.0242	-0.272	-0.00519	0.933
0.169	0.153	0.171	-0.181	-0.139	-0.282	0.284	0.187	0.876
-0.311	0.238	-0.00806	0.171	-0.252	-0.0675	0.0451	-0.294	0.781
0.0264	0.224	0.298	0.0263	0.279	0.295	0.285	0.304	0.826
0.282	0.0917	-0.0343	-0.219	-0.187	-0.0729	-0.274	0.165	0.878
-0.164	0.137	-0.0862	-0.307	-0.186	-0.274	-0.196	-0.0841	0.945
0.0913	0.0567	0.173	-0.218	0.274	-0.266	0.0628	-0.0479	0.939
-0.159	0.2	-0.0000577	-0.0674	0.261	0.198	-0.155	0.00318	0.982
-0.0206	-0.0494	0.287	0.0627	0.255	0.147	-0.225	0.0235	0.922
0.289	0.187	-0.115	-0.0234	-0.195	-0.24	0.272	-0.0113	0.852
-0.224	0.257	-0.262	0.249	-0.122	0.179	-0.0739	-0.178	0.865
0.0253	-0.314	0.0414	-0.121	0.187	-0.00264	0.157	-0.297	0.94
-0.0942	-0.115	-0.266	-0.225	-0.134	0.222	0.145	0.286	0.954
-0.208	-0.157	0.136	0.152	0.108	0.229	0.157	0.0728	0.857
0.312	0.0448	-0.157	-0.205	0.291	-0.00716	0.0285	0.296	0.993
-0.295	0.137	0.0776	-0.212	0.194	0.215	-0.231	-0.208	0.975
0.168	-0.0302	0.29	0.0956	-0.0703	-0.0821	0.268	-0.2	0.743
-0.164	-0.249	-0.00527	0.0105	-0.192	0.106	0.274	-0.261	0.808
0.23	-0.29	-0.0403	0.278	0.0937	0.0256	0.135	-0.107	0.868
0.107	-0.208	-0.0782	-0.17	-0.289	-0.14	-0.166	0.135	0.918
-0.184	0.0782	0.249	0.254	0.237	-0.311	0.289	0.042	0.9
0.18	0.0805	0.169	0.0643	-0.196	-0.107	0.23	-0.288	0.763
0.137	0.194	0.207	0.125	0.114	-0.00744	0.121	0.0302	0.866
0.144	0.151	0.0814	0.174	-0.132	-0.00372	0.111	0.0048	0.798
0.132	0.0501	-0.208	-0.261	-0.137	0.274	0.274	0.17	0.885
0.304	-0.106	0.211	-0.192	-0.19	-0.0715	-0.037	-0.256	0.831
-0.226	0.191	-0.00893	-0.0344	0.0864	0.238	0.000686	-0.15	0.933
-0.0984	0.162	0.103	-0.000414	0.0187	-0.0185	0.224	0.25	0.912
-0.281	-0.0543	0.154	-0.0524	0.0761	0.0389	-0.0149	0.0891	0.983
0.0208	0.26	-0.27	-0.0589	0.043	-0.00411	-0.243	0.278	0.973
-0.184	-0.285	0.213	-0.244	0.15	0.0912	0.192	-0.0725	0.938
0.153	0.0122	-0.204	0.0845	0.288	-0.111	0.0535	-0.198	0.964
-0.0602	-0.101	-0.312	-0.18	-0.249	-0.275	-0.141	0.219	0.954
-0.31	-0.0382	-0.0867	0.0157	0.252	0.228	0.112	0.131	0.967
-0.187	-0.167	-0.264	-0.0245	-0.261	0.105	0.0333	-0.0485	0.885
-0.0728	0.248	0.195	-0.114	0.205	-0.3	0.0357	-0.167	0.953
0.0101	-0.223	0.0119	-0.0129	-0.125	0.0612	0.0729	-0.121	0.884
-0.251	0.122	0.173	-0.264	0.192	-0.0043	0.307	-0.0966	0.916
0.162	-0.111	0.00189	-0.289	-0.114	0.0592	-0.106	0.0418	0.893
0.0227	-0.217	-0.314	0.0807	0.238	0.111	0.0588	0.217	1.01
-0.0728	-0.0925	-0.0286	-0.299	-0.158	0.293	-0.27	-0.128	0.909
0.309	-0.0388	0.26	-0.012	0.0531	-0.00685	0.288	0.229	0.826
-0.0174	0.121	-0.265	-0.0264	-0.156	-0.219	-0.00364	0.272	0.936
0.136	-0.214	0.27	-0.234	-0.142	0.207	-0.223	-0.0939	0.852
0.189	0.287	-0.0564	0.275	0.207	0.101	-0.194	0.155	0.928
-0.232	0.299	-0.161	0.103	-0.249	0.131	-0.139	0.137	0.903
0.288	-0.0574	-0.249	-0.0415	-0.0444	-0.186	0.288	0.17	0.934
-0.141	-0.288	-0.232	0.271	0.0249	0.293	0.273	-0.0301	0.785
0.0721	0.183	0.176	-0.299	-0.198	-0.255	0.214	0.255	0.866
-0.264	-0.00441	0.252	0.226	0.305	-0.0412	-0.129	0.156	0.935
0.000669	-0.0319	-0.121	-0.0635	0.0908	0.157	-0.0311	-0.0708	0.942
-0.0713	-0.03	-0.0936	0.195	-0.232	-0.0165	-0.303	0.269	0.912
-0.232	0.196	0.218	-0.152	0.0949	-0.145	-0.136	-0.101	0.944
-0.0812	0.145	-0.0904	0.243	0.299	0.0754	-0.111	-0.00709	0.967
0.0498	0.122	0.28	0.202	-0.0509	0.181	0.0599	0.266	0.775
-0.292	0.19	-0.0259	-0.0559	-0.163	0.104	0.0952	-0.28	0.835
0.275	0.0511	-0.311	0.193	0.191	-0.314	-0.172	-0.0809	0.976
0.0265	-0.0231	-0.175	0.24	0.0739	-0.0691	-0.178	0.183	0.981
0.0787	-0.00542	0.226	0.15	-0.0385	-0.221	-0.00837	0.0168	0.865
0.135	0.0104	0.143	-0.131	0.227	0.302	0.137	0.243	0.868
-0.272	-0.123	0.27	-0.00812	-0.142	0.308	-0.298	0.04	0.876
0.299	0.186	0.0726	-0.113	0.0328	0.272	-0.0528	-0.00853	0.853
-0.159	-0.0297	0.202	0.223	0.139	0.0143	0.0912	-0.127	0.837
0.259	-0.152	-0.183	-0.0206	-0.105	-0.183	-0.284	0.254	0.942
0.108	0.0758	-0.289	-0.138	0.0411	-0.221	0.0523	-0.0234	0.987
0.0646	0.0642	-0.0583	0.235	-0.162	-0.159	0.0995	0.0294	0.844
-0.275	0.199	0.0108	-0.0222	-0.15	0.306	-0.206	0.137	0.915
-0.0777	-0.138	0.0892	0.168	0.222	-0.071	-0.165	0.193	0.993
-0.275	0.276	-0.246	0.174	0.285	0.107	-0.244	-0.129	1
-0.0285	0.297	0.31	-0.298	-0.201	0.307	0.0191	-0.167	0.765
-0.0927	0.00376	0.154	-0.141	0.193	-0.292	0.0376	-0.0157	0.975
0.21	-0.289	0.0735	-0.165	0.277	-0.14	-0.244	-0.0952	0.988
-0.196	0.15	-0.199	-0.166	-0.114	-0.186	-0.0487	0.286	0.975
-0.0391	0.216	-0.313	0.26	0.126	-0.0173	-0.27	0.289	0.982
-0.052	0.153	0.131	-0.0702	0.143	0.259	0.0773	0.26	0.889
0.172	0.212	0.0772	0.157	-0.13	0.0937	0.257	0.113	0.752
-0.174	0.0752	-0.104	-0.309	0.0527	-0.304	0.0254	-0.127	1.01
0.0495	-0.296	0.0718	0.095	-0.0311	0.0157	0.164	0.0612	0.859
-0.197	0.136	0.162	0.275	0.192	0.0608	-0.142	0.116	0.943
0.185	0.231	0.104	0.035	-0.123	-0.265	-0.0308	0.00779	0.879
-0.28	0.139	-0.283	-0.195	-0.244	-0.126	0.0385	0.314	0.945
0.155	0.103	0.13	0.246	-0.291	-0.211	-0.221	0.299	0.848
0.299	0.164	-0.114	0.0404	0.242	0.28	0.249	-0.0862	0.862
-0.0615	-0.0196	-0.177	0.154	0.2	-0.19	0.301	-0.256	0.929
0.115	-0.181	-0.183	-0.16	-0.00711	0.196	0.121	-0.269	0.908
0.116	-0.233	0.0987	-0.179	-0.15	0.27	0.232	-0.189	0.812
-0.0526	0.225	-0.0671	-0.291	-0.256	-0.0614	0.283	0.167	0.853
-0.238	0.285	-0.306	0.273	-0.0059	-0.147	-0.104	0.312	0.986
0.00337	-0.00572	-0.0451	0.0899	0.0575	-0.125	0.29	0.311	0.926
0.121	-0.0685	-0.0108	0.0774	-0.0245	0.17	-0.191	0.109	0.93
0.0164	-0.176	-0.194	-0.138	0.0115	0.097	-0.305	0.254	0.995
-0.16	0.282	-0.229	-0.0461	-0.276	-0.206	0.173	-0.251	0.846
0.0856	0.0014	0.071	0.226	0.0732	-0.173	0.239	-0.272	0.838
0.00241	0.269	-0.309	-0.184	0.235	0.00887	-0.0194	-0.0534	1.01
0.223	-0.137	-0.0372	-0.172	0.178	0.248	-0.162	-0.204	0.95
0.189	0.07	0.305	-0.301	-0.0475	-0.0213	-0.132	-0.0918	0.881
-0.304	-0.227	0.281	-0.00192	0.292	-0.238	-0.261	0.0551	1
-0.0586	-0.0562	-0.0174	-0.146	0.143	-0.0619	-0.186	0.0702	1
0.169	0.024	-0.0856	-0.0672	-0.0541	-0.18	0.151	-0.0403	0.903
0.225	0.165	0.13	-0.251	-0.0436	-0.214	-0.116	-0.085	0.911
-0.109	-0.0602	0.183	-0.121	0.232	0.0749	-0.104	-0.0654	0.972
-0.118	-0.074	0.109	0.308	0.252	-0.239	-0.188	-0.267	0.958
0.0366	-0.289	0.171	-0.135	0.00287	0.244	-0.126	0.181	0.92
0.0716	0.0198	0.0407	-0.298	-0.167	0.207	0.0504	-0.225	0.841
0.0809	0.126	0.0377	0.0767	-0.255	-0.2	-0.0915	0.273	0.878
-0.244	-0.0463	-0.272	-0.163	-0.133	0.101	-0.174	0.241	0.986
-0.124	-0.217	-0.125	-0.234	-0.188	-0.0406	0.207	-0.27	0.923
0.223	0.0298	0.201	-0.11	0.126	0.024	0.0109	-0.00285	0.889
-0.00715	-0.125	0.0563	0.0939	0.243	-0.144	0.256	-0.0917	0.908
-0.19	0.0981	0.231	-0.309	0.00151	-0.216	-0.0878	0.0791	0.927
